name,brand,price,bang_tan_2g,bang_tan_3g,battery_capacity,battery_life,bluetooth,brand,brand_country,camera_sau,camera_truoc,cart_slot,charge_time,chip_do_hoa,chip_set,chuc_nang_khac,connect_khac,connect_nfc,cpu_speed,den_flash,dimensions,display_type,fm_radio,ghi_am,gps,ho_tro_4g,ho_tro_5g,included_accessories,is_authentic,is_warranty_applied,item_model_number,jack_headphone,kha_dung,khe_sim,loai_pin,loai_sim,luu_y,manufacturer_electronics,material,nghe_nhac,organization_address,organization_name,origin,part_number,pin_co_the_thao_roi,port_sac,product_weight,quay_phim,ram,resolution,rom,screen_size,seller_delivery_method,service_highlight_1,service_highlight_2,service_highlight_3,the_ngoai_toi_da,tinh_nang_camera,vat_taxable,video_call,warranty_form,warranty_time_period,wifi,xem_phim
Điện Thoại Samsung Galaxy S20 FE (8GB/256GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,Samsung,7090000,,,4500 mAh,,"LE  , A2DP ,  v5.0",Samsung,Hàn Quốc,"Chính 12 MP & Phụ 12 MP, 8 MP",32 MP,MicroSD,,Adreno 650,Snapdragon 865 8 nhân,"Sạc pin nhanh,  Sạc ngược không dây,  Sạc không dây, Không gian thứ hai (Thư mục bảo mật) , Chế độ trẻ em (Samsung Kids) , Tối ưu game (Game Booster),  Ứng dụng kép (Nhân bản ứng dụng), IP68,  Mở khoá khuôn mặt , Mở khoá vân tay dưới màn hình",,Có,"1 nhân 2.84 GHz, 3 nhân 2.42 GHz & 4 nhân 1.8 GHz",Có,Dài 159.8 mm - Ngang 74.5 mm - Dày 8.4 mm,Super AMOLED,,,"GLONASS
-
GPS
-
GALILEO
-
QZSS
-
BEIDOU",Có,Không,"Hộp, Sạc, Sách hướng dẫn, Cây lấy sim, Cáp Type C",Có,Có,S20 FE (8GB/256GB),Type-C,,2 SIM (SIM 2 chung khe thẻ nhớ),Li-ion,2 Nano SIM,,,Khung nhôm & Mặt lưng nhựa,"WAV, WMA, AAC, MP3, AMR",,,Việt Nam,,Pin liền thân máy,Type-C,,"4K 2160p@60fps,  4K 2160p@30fps,  FullHD 1080p@30fps,  FullHD 1080p@60fps",8 GB,Full HD+ (1080 x 2340 Pixels),256 GB,6.5 inch,,,,,Hỗ trợ tối đa 1 TB,"AI Camera, Ban đêm (Night Mode), Quay chậm (Slow Motion), Xóa phông , Zoom quang học, Chạm lấy nét, Toàn cảnh (Panorama), Chống rung quang học (OIS), Làm đẹp (Beautify), Tự động lấy nét (AF), Nhận diện khuôn mặt, HDR, Làm đẹp, Zoom kỹ thuật số, Góc rộng (Wide), Góc siêu rộng (Ultrawide)",Có,"Gọi qua ứng dụng Zalo, Messenger,…",Hóa đơn,12,"Wi-Fi 802.11 a/b/g/n/ac/ax, Wi-Fi MIMO , Wi-Fi hotspot , Dual-band (2.4 GHz/5 GHz) , Wi-Fi Direct",
Điện thoại Xiaomi Redmi Note 12 (8GB/128GB) - Hàng chính hãng,Xiaomi,4450000,,,5000 mAh,,Có,Xiaomi,,"Chính 50 MP & Phụ 8 MP, 2 MP",13 MP,Micro SD,,Adreno 610,Snapdragon 685 8 nhân,,,,2.8 GHz,,,AMOLED,,,,,Không,,Có,Có,,3.5 mm,,2 sim,,2 Nano SIM,,,,,,,,,,Type-C,183.5 g,,8GB,Full HD+ (1080 x 2400 Pixels),128GB,,,,,,,,Có,,Hóa đơn,12,Có,
Apple iPhone 11,Apple,10490000,Có,Có,,,v5.0,Apple,Mỹ,Dual Camera 12.0 MP,12 MP,,,Apple GPU 4 nhân,Apple A13 Bionic,"Hỗ trợ sạc nhanh, chống nước chuẩn IP67, Face ID",,Có,,Có,<p>150.9 x 75.7 x 8.3 mm</p>,	IPS LCD/ Liquid Retina HD,Không,Có,"A-GPS, GLONASS",Có,,<p>Cáp sạc + Sách HDSD </p>,Có,Có,,Lightning,,1,	3110 mAh,"1 Nano SIM  , 1 esim",,,,Có,,,,,Pin liền,Lightning,194 g,"2160p@24/30/60fps, 1080p@30/60/120/240fps, HDR, stereo sound rec.",4GB,HD (828 x 1792 pixels),64GB,6.1 inch,,,,,,"Selfie ngược sáng HDR, Camera góc rộng, Nhận diện khuôn mặt, Zoom quang học, Chụp ảnh xóa phông, A.I Camera, HDR, Panorama, Chống rung quang học",Có,,Hóa đơn,12,802.11ac,Có
"Điện Thoại POCO M4 PRO 5G 6.6""/MTK DIMENSITY 810/4G/64G/50+8MP/16MP/5000mAh - Hàng Chính Hãng",POCO,2750000,,,,5000 mAh33 W,A2DP LE v5.1,POCO,,,,,,,MediaTek Dimensity 810 5G 8 nhân,,5G,, 4 nhân 2.4 GHz &amp; 4 nhân 1.9 GHz,,<p>Dài 163.6 mm - Ngang 75.8 mm - Dày 8.8 mm - Nặng 195 g</p>,IPS LCD,,,,,,,Có,Có,Poco M4 Pro,3.5 mm,64 GB,2, Li-Po,Nano SIM,,,,,,,,,,TYPE C,195g,,,Full HD+ (1080 x 2400 Pixels),,6.6 inch,,,,,,,Có,,Điện tử,12,,
Điện thoại Samsung Galaxy S23 5G (8GB/256GB) - Hàng chính hãng,Samsung,15290000,,,3900 mAh,,v5.3,Samsung,Hàn Quốc,"Chính 50 MP & Phụ 12 MP, 10 MP",12 MP,Không,,Adreno 740,Snapdragon 8 Gen 2 8 nhân,"Sạc siêu nhanh 25W, Chia sẻ pin không dây",,Có,"1 nhân 3.36 GHz, 4 nhân 2.8 GHz & 3 nhân 2 GHz",Có,Dài 146.3 mm - Ngang 70.9 mm - Dày 7.6 mm,"Infinity-O, Dynamic AMOLED 2X (48~120Hz)",,,"GPS
-
GLONASS
-
GALILEO
-
BEIDOU",Có,Có,"Cáp Type C, Cây lấy sim, Hộp, Sách hướng dẫn",Có,Có,Galaxy S23 5G,Type-C,,2,Li-Ion,2 Nano SIM hoặc 1 Nano SIM + 1 eSIM,,,Khung nhôm & Mặt lưng kính cường lực,"WAV
-
AAC
-
OGG
-
MP3
-
AMR
-
Midi
-
M4A",,,Việt Nam,,Pin liền thân máy,Type-C,168 g,"HD 720p@30fps
-
4K 2160p@60fps
-
FullHD 1080p@30fps
-
8K 4320p@24fps
-
8K 4320p@30fps",8GB,Full HD+ (1080 x 2340 Pixels),256GB,6.1 inch,,,,,,"Ảnh Raw
-
Chuyên nghiệp (Pro)
-
Tự động lấy nét (AF)
-
Toàn cảnh (Panorama)
-
Quay Siêu chậm (Super Slow Motion)
-
Nhãn dán (AR Stickers)
-
Làm đẹp
-
Ban đêm (Night Mode)
-
Zoom quang học
-
AI Camera
-
Live Photo
-
Bộ lọc màu
-
Quay chậm (Slow Motion)
-
Xóa phông
-
Zoom kỹ thuật số
-
Chống rung quang học (OIS)
-
Trôi nhanh thời gian (Time Lapse)
-
Góc siêu rộng (Ultrawide)",Có,"Gọi qua ứng dụng Zalo, Messenger,…",Điện tử,12,"Wi-Fi Direct
-
Dual-band (2.4 GHz/5 GHz)
-
Wi-Fi 802.11 a/b/g/n/ac/ax
-
6 GHz","MP4
-
3GP
-
AVI
-
MKV
-
FLV"
Điện thoại Samsung Galaxy A05s (4GB/128GB) - Hàng chính hãng ,Samsung,3790000,,,,,,Samsung,,,,,,,,,,,,,,,,,,,,,Có,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Điện tử,12,,
Apple iPhone 12,Apple,12750000,,,,,Có,Apple,Mỹ,12 MP + 12 MP,12 MP,,,Apple GPU (4-core graphics),Apple A14 Bionic (5 nm),Face ID,,,,Có,146.7 x 71.5 x 7.4 mm,"Super Retina XDR OLED, HDR10, Dolby Vision, Wide color gamut, True-tone",Không,Có,,,,Sách hướng dẫn,Có,Có,iPhone 12,Lightning,,2 (nano‑SIM + eSIM),,Nano Sim,,,,Có,,,Trung Quốc,VN/A,,Lightning,164g,,4GB,,64GB,6.1 inch,,,,,," 4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, Dolby Vision HDR (up to 30fps), stereo sound rec.",Có,Hỗ trợ VideoCall thông qua ứng dụng,Hóa đơn,12,Có,Có
Điện Thoại Oppo Reno 10 5G (8GB/256GB) - Hàng Chính Hãng,OPPO,9490000,,,5000 mAh,,v5.3,OPPO,,"Chính 64 MP & Phụ 32 MP, 8 MP",32 MP,"MicroSD, hỗ trợ tối đa 2 TB",,Mali-G68 MC4,MediaTek Dimensity 7050 5G 8 nhân,,,,2.6 GHz,,,AMOLED,,,,,Có,,Có,Có,,Type-C,,2 sim,,2 Nano SIM (SIM 2 chung khe thẻ nhớ),,,,,,,,,,Type-C,185 g,,8 GB,Full HD+ (1080 x 2412 Pixels),256 GB,6.7 inch,,,,,,,Có,,Điện tử,12,Có,
Điện thoại Xiaomi Redmi 10 2022 (4GB/128GB) - Hàng chính hãng,Xiaomi,2790000,,,5000 mAh,,Có,Xiaomi,,"Chính 50 MP & Phụ 8 MP, 2 MP, 2 MP",8 MP,Micro SD,,Mali-G52 MC2,MediaTek Helio G88 8 nhân,,,,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,,,IPS LCD,,,,,Không,,Có,Có,,3.5 mm,,2 sim,,2 Nano SIM (SIM 2 chung khe thẻ nhớ),,,,,,,,,,Type-C,181 g,,4GB,Full HD+ (1080 x 2400 Pixels),128GB,,,,,,,,Có,,Điện tử,12,Có,
Điện Thoại Oppo A78 8GB/256GB - Hàng Chính Hãng ,OPPO,6290000,,,5000 mAh,,v5.3,OPPO,Trung Quốc,Chính 50 MP & Phụ 2 MP,8 MP,"MicroSD, hỗ trợ tối đa 1 TB",,Adreno 610,Snapdragon 680 8 nhân,,,,4 nhân 2.4 GHz & 4 nhân 1.9 GHz,,,AMOLED,,,Có,,Không,,Có,Có,,3.5 mm,,2 sim,,2 Nano SIM,,,,,,,,,,Type-C,180 g,,8 GB,Full HD+ (1080 x 2400 Pixels),128 GB,6.43 inch,,,,,,,Có,,Hóa đơn,12,Có,
Điện thoại Nokia C32 (4GB/128GB) - Hàng chính hãng,Nokia,2790000,,,,,,Nokia,,,,,,,,,,,,,,,,,,,,,Có,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Điện tử,12,,
Điện thoại Realme C55 (6GB/128GB) - Hàng chính hãng,Realme,3650000,,,5000 mAh,,Có,Realme,,Chính 64 MP & Phụ 2 MP,8 MP,"MicroSD, hỗ trợ tối đa 1 TB",,Mali-G52,MediaTek Helio G88 8 nhân,,OTG,,2.0 GHz,,,IPS LCD,,,,Có,Không,,Có,Có,,3.5 mm,128 GB,2 sim,Li-Po,2 Nano SIM,,,Khung & Mặt lưng nhựa,,,,,,Nguyên khối,Type-C,189.5 g,,6GB,Full HD+ (1080 x 2400 Pixels),128GB,6.72 inch,,,,,"MicroSD, hỗ trợ tối đa 1 TB",,Có,,Điện tử,12,Có,
Điện thoại Samsung Galaxy M14 5G (6GB/128GB) - Đã kích hoạt bảo hành điện tử - Hàng chính hãng,Samsung,4490000,,,,,,Samsung,,,,,,,,,,,,,,,,,,,,,Có,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Hóa đơn,12,,
Điện Thoại Xiaomi Redmi 12C 4GB/64GB - Hàng Chính Hãng,Xiaomi,2490000,,,5000 mAh,,Có,Xiaomi,Trung Quốc,Chính 50 MP & Phụ QVGA,5 MP,Micro SD,,Mali-G52 MC2,MediaTek Helio G85 8 nhân,,,,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Có,<p>Dài 168.8 mm - Ngang 76.4 mm - Dày 8.8 mm - Nặng 192 g</p>,IPS LCD,,Có,Có,Có,Không,"<p>Bộ sản phẩm bao gồm: Pin, sạc, cáp USB, hướng dẫn, cây tháo sim.</p>",Có,Có,Xiaomi Redmi 12C,3.5 mm,4GB/64GB,2 sim,,2 Nano SIM,,,,Có,,,Trung Quốc,,,Micro USB,192 g,Có,4GB,720 x 1650 Pixels,64GB,6.7 inch,,,,,512 GB,HDR Ban đêm Trôi nhanh thời gian,Có,Có,Điện tử,12,Có,
Apple iPhone 14,Apple,18490000,,,,,,Apple,Mỹ,12MP/12MP,12MP,,,,Apple A15 Bionic,,,,,,Dài 164 mm - Ngang 75.4 mm - Dày 7.9 mm,OLED,,,,,,"Cáp, Sách hướng dẫn, Cây lấy sim",Có,Có,,,,,,,,,,,,,Trung Quốc,,,,175g,,,1170 x 2532 pixels,,6.1 inch,,,,,,,,,Hóa đơn,12,,
Điện thoại Xiaomi Redmi Note 12 (8GB/128GB) - Hàng chính hãng,Xiaomi,4370000,,,5000,,"A2DP,  LE,  v5.1",Xiaomi,,,,Có,,,Snapdragon 685 8 nhân,"Mở khoá vân tay cạnh viền, Mở khoá khuôn mặt"," OTG, NFC",,2.8 GHz,,<p>Dài 165.66 mm - Ngang 75.96 mm - Dày 7.85 mm</p>,AMOLED,,,,Có,,"<p>Bộ sản phẩm gồm: Hộp, Sách hướng dẫn, Cây lấy sim, Ốp lưng, Cáp Type C, Củ sạc nhanh rời đầu Type A </p>",Có,Có,, 3.5 mm,101 GB,2, Li-Po,Nano SIM,,,Khung &amp; Mặt lưng nhựa,,,,,,, Type-C,183.5 g,,8GB,Full HD+ (1080 x 2400 Pixels),128GB,6.67 inch,,,,, 1 TB,,Có,Có,Điện tử,18,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band (2.4 GHz/5 GHz)",
"Điện thoại thông minh itel A26  2 Sim 2 Sóng 4G LTE - Màn hình IPS 5.7"" - RAM 2GB + ROM 32 GB - Mở khoá bằng Gương Mặt -  Hàng chính hãng ",Itel,2390000,,,2950mAh/3020mAh（min/typ）,"Thời gian thoại: 2G:16H; 3G：14H
Thời gian chờ: 2G: 650H; 3G: 560H; 4G: 500H",v4.2,Itel,Trung Quốc,,,Micro SD,2-3h,Single-coreARM mali820 as 3D graphics accelerator,Spreadtrum SC9832E,GPS,GSM/GPRS/EDGE/HSPA+/WCDMA/LTE,,Quad-core ARM CortexTM A53 1.4GHz,Có,<p>148*72.3*9.9mm</p>,IPS LCD,,Có,Có,Có,Không,"<p>Bộ sản phẩm gồm: Hộp, điện thoại, Thẻ bảo hành, Củ sạc, Dây sạc Tai nghe, Ốp lưng</p>",Có,Có,A26,3.5mm,2GB+32GB, Dual SIM,Lithium Ion,Nano SIM,"Bảo hành chính hãng 12 tháng, 1 đổi 1 trong vòng 30 ngày do lỗi sản xuất.
",,Khung và vỏ nhựa,"MP3, MIDI, AAC, WAV",,,Trung Quốc,,Có,Micro USB,168g,Có,2 GB,HD+ (720 x 1520 Pixels),32 GB,5.7 inch,,,,,128GB,Front(2M FF))/Rear(5M AF+0.08M),Có,Có,Điện tử,12,Có,"3GP, MP4, AVI"
Điện thoại Xiaomi Redmi Note 12S 4G (8GB/256GB) - Hàng chính hãng,Xiaomi,4790000,,,5000 mAh,,"LE, v5.1, A2DP",Xiaomi,,,,"MicroSD, hỗ trợ tối đa 1 TB",,Mali-G57 MC2,MediaTek Helio G96 8 nhân,,,,2 nhân 2.05 GHz &amp; 6 nhân 2.0 GHz,Có,<p>Dài 159.87 mm - Ngang 73.87 mm - Dày 8.09 mm</p>,AMOLED,,Có,Có,Có,,"<p>Bộ sản phẩm gồm: Hộp, Sách hướng dẫn, Cây lấy sim, Ốp lưng, Cáp Type C, Củ sạc nhanh rời đầu Type A</p>",Có,Có,Xiaomi Redmi Note 12S 4G (8GB/128GB),3.5 mm,235 GB,2 Nano SIM,Li-Po,2 Nano SIM,,,Khung nhựa và Mặt lưng kính,Có,,,,,,Type-C,176 g,Có,8 GB,Full HD+ (1080 x 2400 Pixels),256 GB,6.43 inch,,,,,,"Chụp hình, quay phim, xóa phông",Có,Có,Điện tử,18,"Dual-band (2.4 GHz/5 GHz), Wi-Fi 802.11 a/b/g/n/ac",Có
Apple iPhone 14 Plus,Apple,20990000,,,,,,Apple,Mỹ,12MP/12MP,12MP,,,,Apple A15 Bionic,,,,,,Dài 164 mm - Ngang 75.4 mm - Dày 7.9 mm,OLED,,,,,,"Cáp, Sách hướng dẫn, Cây lấy sim",Có,Có,,,,,,,,,,,,,Trung Quốc,,,,175g,,,,,6.7 inch,,,,,,,,,Hóa đơn,12,,
Điện thoại Xiaomi Redmi 10C (4GB/128GB) - Hàng chính hãng,Xiaomi,2990000,,,5000 mAh,,Có,Xiaomi,Trung Quốc,Chính 50 MP & Phụ 2 MP,5 MP,"MicroSD, hỗ trợ tối đa 1 TB",,Adreno 610,Snapdragon 680 8 nhân,,,,4 nhân 2.4 GHz & 4 nhân 1.9 GHz,Có,<p>Dài 169 mm - Ngang 76 mm - Dày 8 mm</p>,IPS LCD,,Ghi âm mặc định,"GLONASS,  GPS,  BEIDOU",Có,Không,"<p>Bộ sản phẩm gồm: Sạc, Cây lấy sim, Cáp, Sách hướng dẫn, Hộp</p>",Có,Có,redmi 10c,3.5 mm,120 GB,2 sim,Li-Ion,2 Nano SIM,,,Khung kim loại & Mặt lưng nhựa," FLAC,  OGG , MP3,  Midi",,,Trung Quốc,,,Type-C,180 g,,4GB,720 x 1650 Pixels,128GB,6.71 inch,,,,,1 TB,"Chuyên nghiệp (Pro), Chạm lấy nét, HDR, Toàn cảnh (Panorama), Ban đêm (Night Mode), Siêu độ phân giải, Làm đẹp, Chân dung AI, Bộ lọc màu, Trôi nhanh thời gian (Time Lapse), Quay chậm (Slow Motion), Xóa phông, Zoom kỹ thuật số",Có,,Điện tử,18,Có," AVI, MP4"
Điện thoại Xiaomi Redmi Note 12 (4GB/128GB) - Hàng chính hãng,Xiaomi,3770000,,,5000,,"A2DP,  LE,  v5.1",Xiaomi,,,,Có,,,Snapdragon 685 8 nhân,"Mở khoá vân tay cạnh viền, Mở khoá khuôn mặt"," OTG, NFC",,2.8 GHz,,<p>Dài 165.66 mm - Ngang 75.96 mm - Dày 7.85 mm</p>,AMOLED,,,,Có,,"<p>Bộ sản phẩm gồm: Hộp, Sách hướng dẫn, Cây lấy sim, Ốp lưng, Cáp Type C, Củ sạc nhanh rời đầu Type A </p>",Có,Có,, 3.5 mm,101 GB,2, Li-Po,Nano SIM,,,Khung &amp; Mặt lưng nhựa,,,,Việt Nam,,, Type-C,183.5 g,,4GB,Full HD+ (1080 x 2400 Pixels),128GB,6.67 inch,,,,, 1 TB,,Có,Có,Điện tử,18,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band (2.4 GHz/5 GHz)",
Điện thoại Tecno POVA 5 (8+8)/128GB - MediaTek Helio G99 - Sạc nhanh 45W - 6.8'' FHD+120HZ - Hàng Chính Hãng - BH 13 Tháng,Tecno,4000000,,,,,Có,Tecno,,,,Có,,,MediaTek Helio G99,,,,,,,IPS LCD,,,,,,,Có,Có,POVA 5 (8+8)/128GB,,,2,,Nano,,,,,,,,,,Type-C,,,,,,6.8 inch,,,,,,,Có,,Điện tử,13,,
Điện thoại Realme 11 (8GB/128GB) - Hàng chính hãng ,Realme,4990000,,,5000 mAh,,Có,Realme,,Chính 108 MP & Phụ 2 MP,16 MP,"MicroSD, hỗ trợ tối đa 1 TB",,Mali-G57 MC2,MediaTek Helio G99 8 nhân,,,,2.2 GHz,,,Super AMOLED,,,,,Không,,Có,Có,,3.5 mm,,2 sim,,2 Nano SIM,,,,,,,,,,Type-C,178 g,,8 GB,Full HD+ (1080 x 2400 Pixels),128GB,6.4 inch,,,,,,,Có,,Điện tử,12,Có,
Điện thoại Xiaomi Redmi Note 12S (8GB/256GB) - Hàng chính hãng,Xiaomi,5089000,,,5000mAh,,v5.1,Xiaomi,Trung Quốc,,,,,ARM Mali-G57 MC2,MediaTek Helio G96,,,,,,,AMOLED,,,"GLONASS, GPS, GALILEO, BEIDOU",,,,Có,Có,,,,2,,,,,,,,,,,,Type-C,,,,,,6.43 inch,,,,,,,Có,,Điện tử,18,,
Điện thoại Xiaomi Redmi Note 10 JE 5G 4GB/64GB - Màn 90HZ - Chống Nước IP68 - Hàng Nhập Khẩu - Bản quốc tế,Xiaomi,2399000,,,,,,Xiaomi,,,,,,,Snapdragon 480 5G,,,,,,,,,,,,,,Có,Có,,,,1,,,,,,,,,,,,,,,4GB,,64GB,,,,,,,,Có,,Điện tử,12,,
Điện thoại OPPO A58 (6GB/128GB) - Hàng Chính Hãng,OPPO,4150000,,,5000,,v5.3,OPPO,,,,MicroSD,,Mali-G52 MP2,MediaTek Helio G85 8 nhân,, OTG,, 2.0 GHz,Có,<p>Dài 165.65 mm - Ngang 75.98 mm - Dày 7.99 mm - Nặng 192 g</p>, LTPS LCD,,,,Có,,"<p>Bộ sản phẩm gồm: Cáp Type C, Củ sạc nhanh rời đầu Type A, Hộp, Sách hướng dẫn, Ốp lưng, Cây lấy sim</p>",Có,Có,OPPO A58,3.5 mm,,2, Li-Po,Nano SIM,,,,,,,,,, Type-C,192 g,, 6 GB,Full HD+ (1080 x 2412 Pixels),128GB,6.7 inch,,,,, 1 TB,,Có,,Điện tử,12,"Wi-Fi Direct,  Wi-Fi 802.11 a/b/g/n/ac,  Wi-Fi hotspot,  Dual-band (2.4 GHz/5 GHz)",
Điện thoại Realme C51 (4GB/128GB) - Hàng chính hãng ,Realme,3290000,,,5000 mAh,,Có,Realme,,Chính 50 MP & Phụ 0.3 MP,5 MP,"MicroSD, hỗ trợ tối đa 1 TB",,Mali-G57,Unisoc Tiger T612,,,,1.82 GHz,,,IPS LCD,,,,,Không,,Có,Có,,3.5 mm,,2 sim,,2 Nano SIM,,,,,,,,,,Type-C,186 g,,4GB,HD+ (720 x 1600 pixels),128GB,6.74 inch,,,,,,,Có,,Điện tử,12,Có,
Điện thoại Samsung Galaxy A34 5G (8GB/128GB) - Hàng chính hãng,Samsung,6990000,,,5000 mAh,,v5.3,Samsung,Hàn Quốc," Chính 48 MP & Phụ 8 MP, 5 MP",13 MP, MicroSD,, Mali-G68 MC4,MediaTek Dimensity 1080 8 nhân,,"OTG,  Hồng ngoại , NFC",,2.2 GHz,Có,<p>Dài 161.3 mm - Ngang 78.1 mm - Dày 8.2 mm</p>,Super AMOLED,," Ghi âm mặc định, Ghi âm cuộc gọi"," GLONASS, GPS, GALILEO, QZSS, BEIDOU",,Có,"<p>Hộp, sách hướng dẫn, cây lấy SIM, cáp Type C</p>",Có,Có,, Type-C,113 GB,2, Li-Po,Nano SIM,,,Khung & Mặt lưng nhựa,Có,,,Trung Quốc,,, Type-C,,"FullHD 1080p@60fps, FullHD 1080p@30fps, 4K 2160p@30fps, HD 720p@30fps, HD 720p@60fps", 8 GB,Full HD+ (1080 x 2340 Pixels),128 GB,6.6 inch,,,,,1 TB," Quay Siêu chậm (Super Slow Motion), AI Camera, Chuyên nghiệp (Pro), Tự động lấy nét (AF), Toàn cảnh (Panorama), Ban đêm (Night Mode), Zoom quang học, Làm đẹp, Siêu cận (Macro), Bộ lọc màu, Trôi nhanh thời gian (Time Lapse), Góc siêu rộng (Ultrawide), Góc rộng (Wide), Quay chậm (Slow Motion), Chống rung quang học (OIS)",Có,,Điện tử,12,"Dual-band (2.4 GHz/5 GHz), Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi MIMO",Có
Điện Thoại Samsung Galaxy A04e (3GB/32GB)- Hàng Chính Hãng,Samsung,2078000,,,5000 mAh,,v5.0,Samsung,Hàn Quốc,,"5 MP, f/2.2",MicroSD (Up to 1TB),,,8 nhân,,,,2.3 GHz &amp; 1.8 GHz,,"<p>164,2 x 75,9 x 9,1 mm</p>",PLS LCD,,,"GPS, GLONASS, GALILEO, BDS",Có,,"Cáp sạc, cóc sạc, que tháo sim",Có,Có,,3.5mm,,2,,2 SIM (Nano-SIM),,,,"MP3, M4A, 3GA, AAC, OGG, OGA, WAV, AMR, AWB, FLAC, MID, MIDI, XMF, MXMF, IMY, RTTTL, RTX, OTA",,,Trung Quốc,,,USB Type-C,188 g,1080p@30fps,3GB,HD+ (720 x 1600 pixels),32GB,6.5 inch,,,,,,Đèn LED,,,Điện tử,12,802.11 b/g/n,"MP4, M4V, 3GP, 3G2, AVI, FLV, MKV, WEBM"
Điện thoại Xiaomi Redmi A1 (2GB/32GB) - Hàng chính hãng,Xiaomi,1690000,,,5000 mAh,,v5.0,Xiaomi,Trung Quốc, Chính 8 MP & Phụ QVGA,5 MP,MicroSD,,IMG PowerVR GE8300,MediaTek MT6761 4 nhân (Helio A22),,,, 2.0 GHz,Có,<p>Dài 164.9 mm - Ngang 76.75 mm - Dày 9.09 mm</p>, IPS LCD,,Hỗ trợ ứng dụng ghi âm,"GLONASS , GPS , BEIDOU",Có,,"<p>Hộp, sách hướng dẫn, cây lấy sim, Cáp Micro USB, Củ sạc nhanh rời đầu Type A</p>",Có,Có,A1,3.5mm,27 GB,2,Li-Po,Nano SIM,,, Khung & Mặt lưng nhựa,"FLAC , OGG,  MP3 , Midi",,,Trung Quốc,,,Micro USB,192 g," FullHD 1080p@30fps, HD 720p@30fps",2 GB,HD+ (720 x 1600 pixels),32 GB,6.52 inch,,,,,1 TB," AI Camera, HDR, Trôi nhanh thời gian (Time Lapse), Xóa phông, Zoom kỹ thuật số",Có,,Điện tử,18,"Wi-Fi hotspot,  Wi-Fi Direct , Wi-Fi 802.11 a/b/g/n","AVI, MP4"
Điện thoại Xiaomi Redmi Note 10T 5G 4GB/64GB - Màn 90HZ - Chống Nước IP68 - Hàng Nhập Khẩu - Bản quốc tế,Xiaomi,2547000,,,5000mah,,,Xiaomi,,,,,,,Qualcomm Snapdragon 480 5G,,,,,,,,,,,,,,Có,Có,,,,2,,,,,,,,,,,,,,,4GB,,64GB,,,,,,,,Có,,Phiếu bảo hành,12,,
Điện thoại Nokia C30 2GB/32GB - Hàng chính hãng,Nokia,1550000,,,,3 ngày (tùy theo thời lượng người dùng).,,Nokia,,,,,,,,,,,,,,,Có,,,,,<p>Nokia C30<br />Sách HDSD nhanh<br />Sạc<br />Cáp USB Micro<br />Ốp silicon<br />Miếng dán màn hình<br />Tai nghe</p>,Có,Có,,,2GB,,,,,,,,,,,,,,,,32GB,,2GB,,,,,,,,Có,,Điện tử,12,,
Điện thoại Samsung Galaxy A54 5G (8GB/128GB) - Hàng chính hãng,Samsung,8690000,,,,,,Samsung,,,,,,,,,,,,,,,,,,,,,Có,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Điện tử,12,,
Điện thoại Samsung Galaxy A54 5G - Đã kích hoạt bảo hành điện tử - Hàng chính hãng,Samsung,7530000,,,,,,Samsung,,,,,,,,,,,,,,,,,,,,,Có,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Hóa đơn,12,,
Điện thoại Samsung Galaxy A34 5G (8GB/128GB) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,Samsung,5990000,,,,, v5.3,Samsung,,,, MicroSD,,, MediaTek Dimensity 1080 8 nhân,"Mở khoá khuôn mặt, Mở khoá vân tay dưới màn hình","OTG,  Hồng ngoại,  NFC",, 2.2 GHz,,<p>Dài 161.3 mm - Ngang 78.1 mm - Dày 8.2 mm</p>, Super AMOLED,,,,,,"<p>Bộ sản phẩm gồm: Hộp, Sách hướng dẫn, Cây lấy sim, Cáp Type C </p>",Có,Có,SM-A346E/DSN, Type-C,113 GB,2, Li-Po,Nano SIM,,,Khung &amp; Mặt lưng nhựa,,,,Việt Nam,,, Type-C,Nặng 199 g,,8GB,Full HD+ (1080 x 2340 Pixels),128GB,6.6 inch,,,,,1 TB,,Có,,Điện tử,12,"Dual-band (2.4 GHz/5 GHz),  Wi-Fi hotspot,  Wi-Fi Direct,  Wi-Fi 802.11 a/b/g/n/ac,  Wi-Fi MIMO",
